id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32039920,Spacious 3 bdrms/ 2 baths  Prime Manhattan,238133848,Garry,Manhattan,Midtown,40.75702,-73.96503,Entire home/apt,450,30,3,2019-05-24,0.58,1,154
27161388,Brooklyn Town House,2381030,Terry,Brooklyn,Fort Greene,40.68876,-73.97048000000001,Entire home/apt,1200,3,1,2018-08-15,0.09,1,0
36145134,"HUGE Tribeca/SOHO Loft - 2,200 Square Feet!!",271863165,Johanna,Manhattan,Tribeca,40.71888,-74.00431,Private room,500,5,0,,,1,252
33137479,Luxury 2BR/2BA by Grand Central with views,247120058,William,Manhattan,Murray Hill,40.74699,-73.97301,Entire home/apt,375,2,10,2019-06-18,3.75,1,26
36199090,ROMANTIC SUNSET YACHT CRUISE & FIREWORKS,23732730,Buddy,Bronx,City Island,40.84295,-73.78433000000001,Entire home/apt,600,1,0,,,4,44
22790196,Stunning view in TriBeCa luxury 2 bedrooms,19981762,Chrystele,Manhattan,Battery Park City,40.7152,-74.01368000000001,Entire home/apt,980,3,0,,,1,0
32284628,Modern Ground FL Event Space on Infamous 5th Ave,11520555,Mike,Manhattan,East Harlem,40.80129,-73.94466,Entire home/apt,612,1,15,2019-06-24,3.52,1,91
13787558,"Dramatic Duplex, Hosted, Huge>Slp.14, Subway 50 Yd",80968378,Itzchack,Brooklyn,Carroll Gardens,40.6788,-73.99559,Entire home/apt,525,4,5,2017-05-30,0.14,1,327
36146672,Veneta New York suite,266037277,Gianluigi,Manhattan,Hell's Kitchen,40.76687,-73.98644,Private room,561,1,0,,,1,364
5476046,Large Duplex Near Subway! 5bdrm/2ba,10297692,Dee,Brooklyn,Crown Heights,40.67615,-73.92945,Entire home/apt,500,1,68,2019-04-27,1.41,2,313
35772374,Luxury Brooklyn Condo only 30 min to NYC,264272029,Amer,Brooklyn,East Flatbush,40.63673,-73.94988000000001,Entire home/apt,399,2,2,2019-06-30,2.0,1,161
11495792,Huge 1 bdrm apt; sublet March-Aug,60535622,Adela,Brooklyn,Crown Heights,40.66391,-73.95179,Entire home/apt,2100,120,0,,,1,363
32457051,94TH STREET STUDIO SUITE WITH DOORMAN-GYM,123745971,Especial,Manhattan,Upper East Side,40.78385,-73.94828000000001,Private room,420,2,0,,,6,351
15018646,★1 BR DELUXE★ Near Grand Central Station -Midtown,64065593,ResortShare5,Manhattan,Midtown,40.75233,-73.97137,Private room,378,2,1,2017-09-22,0.05,13,285
35379061,"3 Bed/2Bath - Fresh and clean,central Manhattan",266291058,Raul,Manhattan,Kips Bay,40.74344,-73.97821,Entire home/apt,500,2,0,,,1,264
5279902,Mod. Apartment NYC w/ Outdoor Space,7181834,Juan,Manhattan,Chelsea,40.73861,-73.99481999999999,Entire home/apt,400,1,0,,,1,0
26837745,Great 4 Bedrooms with 4 private baths in ParkSlop.,199147185,Lou,Brooklyn,Sunset Park,40.66359,-73.99486999999999,Entire home/apt,460,1,33,2019-06-09,2.75,5,113
141335,Architect's Brownstone,687361,Orna,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,2018-01-13,0.41,1,355
23041312,Sky Boasts Exquisite Studio,40811074,Dening,Manhattan,Hell's Kitchen,40.76208,-73.99932,Entire home/apt,525,3,0,,,1,0
34975056,Beautiful Renovated Modern Townhouse,263506027,Marco,Manhattan,Midtown,40.74399,-73.98398,Entire home/apt,850,1,0,,,1,0
1805261,Flat Iron 2BD Beautiful Apt ,9462127,Krista,Manhattan,Flatiron District,40.74107,-73.98487,Entire home/apt,475,1,0,,,1,0
16087249,1 Bdrm Deluxe located in Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75356,-73.97155,Private room,799,3,1,2016-12-06,0.03,12,365
35464492,Cozy Nights In The Village,266818709,Nat,Manhattan,East Village,40.72175,-73.98259,Entire home/apt,400,3,3,2019-07-07,3.0,1,128
9804368,Local and authentic in Chelsea,48705835,Leo,Manhattan,Chelsea,40.74566,-73.99989000000001,Entire home/apt,365,6,100,2019-06-19,2.37,1,257
23540194,"Immaculate townhouse in Clinton Hill, Brooklyn",67176930,Sophie,Brooklyn,Clinton Hill,40.68832,-73.96366,Entire home/apt,450,3,2,2019-05-31,0.17,1,99
35833041,Luxury 5 Bedroom | 3 Bathroom South Street Seaport,268445572,Gabrielle And Steven,Manhattan,Financial District,40.70662,-74.00258000000001,Entire home/apt,750,3,0,,,1,352
35388899,Cool Summer Vibes UWS Pent House w/ rooftop,266417731,Charo,Manhattan,Upper West Side,40.78021,-73.98115,Entire home/apt,1200,3,0,,,1,51
11890279,"Beautiful Flatiron 3 Bedroom, 2 Bath Loft",63407204,C,Manhattan,Flatiron District,40.73987,-73.98982,Entire home/apt,650,5,42,2019-05-24,1.07,1,335
29052179,Entire suite with breathtaking views of NYC,145981682,Simi,Manhattan,Theater District,40.75866,-73.98535,Entire home/apt,850,1,24,2019-06-19,3.51,3,269
18948914,MODERN GARDEN 1BR IN NEWLY RENOVATED TOWNHOUSE,70804640,Akiko,Brooklyn,Bedford-Stuyvesant,40.68378,-73.95591999999999,Entire home/apt,1067,2,64,2019-06-29,2.51,1,32
493611,Huge sunny artist loft +roof garden,1407251,Ute,Brooklyn,Gowanus,40.67862,-73.98561,Entire home/apt,385,1,66,2019-05-19,0.76,2,363
125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,Manhattan,East Village,40.72533,-73.99143000000001,Entire home/apt,395,2,70,2019-07-01,0.73,1,170
33787919,"Rad Midtown West 2BR w/ roomy sundeck, gym, near Times Sq by Blueground",107434423,Blueground,Manhattan,Theater District,40.76061,-73.98589,Entire home/apt,353,30,0,,,232,337
18175061,New Years EVE in NY! Magnificent Private Penthouse,125320407,Sata,Queens,Briarwood,40.70678,-73.80613000000001,Entire home/apt,1000,2,5,2018-10-07,0.27,5,365
29240070,New York Wall St.  RH29,135247339,Ron,Manhattan,Financial District,40.70604,-74.00869,Private room,370,4,0,,,1,89
34446327,2 BR/2.5 BTH W/ 12 FT. CEILINGS NEAR CENTRAL PARK!,140823633,Clement,Manhattan,Midtown,40.76208,-73.97171999999999,Entire home/apt,750,2,4,2019-07-03,2.22,1,263
35038124,Gorgeous Downtown Flat With Huge Rooftop Terrace,99246264,Jeremy,Manhattan,Midtown,40.75911,-73.97010999999999,Entire home/apt,479,2,3,2019-07-02,3.0,1,120
2231814,Modern Luxury Meets Old Money Charm,112879,Caroline,Brooklyn,Williamsburg,40.70949,-73.94221,Entire home/apt,1200,1,0,,,1,0
28531920,SPECTACULAR 2br high floor (Website hidden by Airbnb) view,6393008,Labeat,Manhattan,Hell's Kitchen,40.76485,-73.98525,Entire home/apt,471,3,1,2019-04-28,0.42,1,188
25511717,"Gorgeous summer spot in boerum hill, brooklyn!",75110137,Christina,Brooklyn,Gowanus,40.684940000000005,-73.9885,Private room,1333,50,0,,,1,365
35413988,MidCentury Triplex near Times Square/Hells Kitchen,265439369,Yess,Manhattan,Hell's Kitchen,40.7592,-73.98894,Entire home/apt,650,3,3,2019-06-26,3.0,1,232
2243180,Sun-bathed spacious Luxury 2 BR near CENTRALPARK!,11457317,Philippe,Manhattan,Upper West Side,40.77775,-73.98485,Entire home/apt,380,3,11,2018-08-03,0.18,1,43
14401928,Private Room in Elevator building in Brooklyn,84260530,Sharon,Brooklyn,Flatbush,40.63953,-73.96308,Private room,450,1,1,2016-08-15,0.03,2,364
24370001,Stunning Rare Garden Family Home w/Loft! #10303,8961407,Jamie,Manhattan,Harlem,40.805690000000006,-73.94848,Entire home/apt,450,3,38,2019-07-01,3.21,3,302
531208,Industrial Loft in Williamsburg,2495836,Sofia,Brooklyn,Williamsburg,40.70762,-73.96764,Entire home/apt,450,2,11,2014-07-08,0.13,1,0
1056256,Beautiful eco triplex w/green roof. Free yoga/spa.,462379,Loretta,Brooklyn,Carroll Gardens,40.67881,-73.99379,Entire home/apt,1395,1,55,2019-06-02,0.73,2,362
992598,"Village Life, 2-Bedroom, East Village",2203885,Sascha,Manhattan,East Village,40.72399,-73.98134,Private room,420,3,182,2019-05-29,2.39,1,301
32400749,Gorgeous 7BR/3.5BA Bohemian Flat - PRIME LOCATION,25318403,Bethany,Brooklyn,Williamsburg,40.71244,-73.9581,Entire home/apt,750,3,0,,,3,7
36302780,Beautiful Prospect Heights Brooklyn Townhouse,55108207,Angela,Brooklyn,Prospect Heights,40.67928,-73.97069,Entire home/apt,450,3,0,,,1,31
34543513,"Spectacular Duplex 4Bdr 3Bath Lincoln C 2,000 Sqft",232596712,Jessica,Manhattan,Upper West Side,40.77808,-73.9806,Entire home/apt,950,30,0,,,6,339
30067470,THE ❤️  OF NYC AWAITS--ASK ABOUT MY SUMMER SALE,224884160,Nbeki,Manhattan,Hell's Kitchen,40.76193,-73.99146999999999,Entire home/apt,499,2,14,2019-06-23,1.98,1,236
24135740,"4 Bed, 2 Bath Apt in East Village-Garden Duplex",177353847,East Village,Manhattan,East Village,40.72468,-73.98996,Entire home/apt,650,4,11,2019-07-07,0.75,4,164
15141661,New Development Prime Soho 2 Bedroom Apartment,30283594,Kara,Manhattan,SoHo,40.7249,-74.00105,Entire home/apt,643,30,0,,,121,249
7619082,Sunny & Spacious W'burg 2 Bed & 2 Bath Penthouse,710443,Andrew,Brooklyn,Williamsburg,40.715340000000005,-73.96633,Entire home/apt,370,2,132,2019-07-06,3.14,1,257
21996542,East Village 2 Bedroom Apt in Pre War/Doorman Bldg,11951403,Kacy,Manhattan,East Village,40.72732,-73.98056,Entire home/apt,475,30,0,,,1,0
13841200,Stunning Brooklyn Townhouse,79575143,Andrew,Brooklyn,Park Slope,40.67198,-73.98278,Entire home/apt,400,5,1,2016-07-13,0.03,1,0
22296097,Chelsea Gallery Space for events and exhibitions,3750764,Kevin,Manhattan,Chelsea,40.74913,-74.00373,Private room,3210,1,0,,,6,364
30393286,"Gorgeous 2BR, 2BA, Pool + Doorman, near Times Sq by Blueground",107434423,Blueground,Manhattan,Hell's Kitchen,40.76046,-73.99685,Entire home/apt,416,30,0,,,232,335
18223667,Amazing location! Luxury Apartment by Central Park,15069930,Christian,Manhattan,Upper East Side,40.78164,-73.95873,Entire home/apt,490,14,1,2017-04-27,0.04,1,180
31001555,5th Ave Luxury St. Regis NYC King Room Manhattan,26556695,Alyssa,Manhattan,Midtown,40.7608,-73.97391,Entire home/apt,820,1,1,2019-06-24,1.0,6,365
7254986,Country House in the City,3695529,Jenni,Brooklyn,Carroll Gardens,40.68358,-73.99474000000001,Entire home/apt,600,5,12,2019-05-16,0.25,2,174
28542484,Sonder | 21 Chelsea | Sophisticated 2BR + Rooftop,12243051,Sonder,Manhattan,Chelsea,40.74299,-73.99436,Entire home/apt,377,29,0,,,96,302
30394071,Dazzling Tribeca 2BR w/ Indoor pool + Great views by Blueground,107434423,Blueground,Manhattan,Tribeca,40.71659,-74.00653,Entire home/apt,388,30,0,,,232,1
21211369,HUGE 2 Floor Penthouse w Private Roof,4457116,Greg,Brooklyn,Crown Heights,40.66541,-73.95736,Entire home/apt,475,1,29,2019-06-27,1.72,1,123
30102666,"Summer in style, 2BR Apt with Rooftop",15967997,Laura,Brooklyn,Williamsburg,40.71861,-73.95448,Entire home/apt,380,3,3,2019-06-24,0.48,1,14
34996955,Large 3Bed/2Bath: Elevator + Wash/Dryer!,263635162,Justin,Manhattan,Lower East Side,40.71736,-73.9827,Entire home/apt,600,4,3,2019-06-03,2.25,1,315
15497673,Bluebird Hell's Kitchen Deluxe 2BR+ Zero Edge Pool,95459395,Bluebird,Manhattan,Hell's Kitchen,40.7619,-73.99896,Entire home/apt,748,30,0,,,18,365
2904330,Spectacular Prospect Heights Loft,4123046,Julie,Brooklyn,Prospect Heights,40.68183,-73.97195,Entire home/apt,450,30,0,,,1,0
36056808,Luxury TriBeCa Apartment at an amazing price,271248669,Jenny,Manhattan,Tribeca,40.71206,-74.00999,Entire home/apt,6500,180,0,,,1,365
13952269,Extremely spacious duplex with garden,12151986,Elaine,Brooklyn,Sunset Park,40.66053,-73.98929,Entire home/apt,359,5,8,2017-11-26,0.23,1,0
36349092,Beautiful duplex with terrace. Up to 6 people.,273347409,Alex,Manhattan,Financial District,40.70485,-74.00822,Entire home/apt,430,3,0,,,1,42
34008808,"Open Midtown 2BR w/ Doorman, Gym, 5 min walk to Subway, by Blueground",107434423,Blueground,Manhattan,Midtown,40.74546,-73.98679,Entire home/apt,377,30,0,,,232,341
16488277,Your Fab Home Away from Home awaits You in NYC!!!!,59559158,Hello,Manhattan,Tribeca,40.72355,-74.01045,Entire home/apt,375,2,30,2019-06-09,1.03,1,38
9884237,Central Park Luxury Studio,16177882,Craig,Manhattan,Midtown,40.76566,-73.97873,Entire home/apt,400,1,0,,,1,0
15881766,Cosy Holidays in NYC,42271764,Elena,Brooklyn,Crown Heights,40.67432,-73.95329,Private room,700,30,1,2017-01-02,0.03,1,87
9809784,Lux Interior Designer Brookyln Flat,3976298,Sidra,Brooklyn,Prospect Heights,40.67815,-73.96823,Entire home/apt,995,5,1,2016-01-02,0.02,1,89
478949,"Spectacular Lux 1 Bed Apt, Best Location, Terrace!",1130454,Samir,Manhattan,Chelsea,40.74087,-74.00225999999999,Entire home/apt,380,3,16,2017-11-04,0.19,1,0
32678718,Luxury accommodation minutes from Central Park!,244361589,Row NYC,Manhattan,Theater District,40.75781,-73.98903,Private room,499,1,0,,,9,293
14518257,Trundle bed in unprivate space,84260530,Sharon,Brooklyn,Flatbush,40.6462,-73.96114,Shared room,400,1,2,2016-09-01,0.06,2,364
11057550,Penthouz 1200SQF W&D 2bd 2.5ba 350SQF Terrace 5197,16098958,Jeremy & Laura,Manhattan,West Village,40.73134,-74.00215,Entire home/apt,450,30,0,,,96,327
3343038,Mellow One Bedroom in Chelsea ,16872923,Spencer,Manhattan,Chelsea,40.74934,-74.00274,Entire home/apt,370,1,8,2014-08-28,0.13,1,365
30528551,Luxury penthouse,225620845,Maria,Brooklyn,Sheepshead Bay,40.58527,-73.95741,Entire home/apt,400,3,2,2019-04-25,0.32,3,363
31035955,Stunning Penthouse 2 bedrooms full city view,20862635,Milan,Manhattan,Hell's Kitchen,40.7685,-73.99128,Entire home/apt,400,4,17,2019-07-06,2.73,1,0
1300097,"Marcel the Shell with Shoes On or Off, Whatever",4069241,Shannon,Brooklyn,Brooklyn Heights,40.69424,-73.99313000000001,Private room,1500,1,0,,,1,0
30909287,Luxury Apartment in Lower East Side,22323,Arnaud,Manhattan,East Village,40.72324,-73.9769,Entire home/apt,400,1,2,2018-12-30,0.3,1,0
25798461,Large 2 bedroom downtown Loft Apartment,195803,Zinnia,Manhattan,NoHo,40.72555,-73.99283,Entire home/apt,649,1,5,2018-11-03,0.4,1,75
35929061,★ Retreat to a Stylish 4BR in NYC ★,268834081,Frankie,Manhattan,East Harlem,40.78661,-73.94273000000001,Entire home/apt,450,3,0,,,1,358
33519952,"Class, Comfort, Convenience In The Heart of NYC",229489983,Devin,Manhattan,Hell's Kitchen,40.76485,-73.99229,Entire home/apt,799,2,5,2019-06-02,2.38,1,247
34119451,Amazing 3BR private triplex in historic townhouse!,5173736,Yuliya,Manhattan,Gramercy,40.73499,-73.98875,Entire home/apt,1000,3,7,2019-06-10,3.09,1,286
30387856,Charismatic 1BR in West Village w/ Doorman + Gym by Blueground,107434423,Blueground,Manhattan,West Village,40.72945,-74.00321,Entire home/apt,356,30,0,,,232,162
7543993,Triplex with private garden,7753501,B,Manhattan,Harlem,40.80772,-73.95100000000001,Entire home/apt,400,2,1,2015-08-12,0.02,1,0
16994272,Luxury 2-bedroom apartment in Harlem,570464,Nicole,Manhattan,Harlem,40.80926,-73.95419,Entire home/apt,400,4,8,2019-04-12,0.74,1,42
26188604,Exclusive & Bright Private 3-Floor Townhome,385367,Tom,Brooklyn,Williamsburg,40.71758,-73.95153,Entire home/apt,595,3,5,2019-01-01,0.43,1,13
36404972,"Hip East Village 1BR w/ Gym, W/D, Doorman, near Union Sq., by Blueground",107434423,Blueground,Manhattan,East Village,40.73206,-73.98776,Entire home/apt,365,30,0,,,232,295
5578843,Private cozy Bedroom in Brooklyn ,26098783,Sam,Brooklyn,Sunset Park,40.65137,-74.00666,Private room,2000,40,28,2015-12-06,0.54,2,0
24171777,Luxury Triplex with Roofdeck,6489789,Tim,Brooklyn,Gowanus,40.68159,-73.98075,Entire home/apt,450,2,3,2019-04-03,0.35,1,22
29542012,Gorgeous Bohemian one BEDROOM in EAST VILLAGE,29387678,Robin,Manhattan,East Village,40.72208,-73.98472,Private room,1700,23,0,,,1,365
8498323,Great UES location for Pope visit,44751629,Jeffrey,Manhattan,Upper East Side,40.77532,-73.95132,Entire home/apt,650,2,0,,,1,0
31283531,Amazing 3 Bedroom Duplex w/ Backyard,231824284,Andy & Kiera,Manhattan,East Harlem,40.79618,-73.94142,Entire home/apt,450,1,9,2019-06-01,2.21,1,312
11459958,Amazing spacious Loft in Williamsbu,60266817,Alberto,Brooklyn,Williamsburg,40.71213,-73.95654,Entire home/apt,690,1,91,2019-06-23,2.28,1,169
27521147,Empire State views LUXURY 3BR/2BA w terrace+Gym,131493626,Maya,Manhattan,Murray Hill,40.74828,-73.97917,Entire home/apt,799,5,5,2019-06-19,0.55,1,340
35348683,Central Park/Times Square Luxury Suite,16830841,Mara,Manhattan,Midtown,40.76372,-73.98182,Private room,358,1,2,2019-07-01,2.0,5,322
27982303,Isaac apartament,70007560,Juan,Manhattan,East Harlem,40.79236,-73.94689,Entire home/apt,400,1,1,2019-01-02,0.16,2,7
20308927,"Huge Brownstone duplex w/garden, Park Slope, BK,NY",24945340,Oliver,Brooklyn,Park Slope,40.67447,-73.97605,Entire home/apt,400,2,7,2019-01-01,0.37,1,14
22624247,HUGE SOHO 3 BR LOFT★★★★★LES/FULL FLOOR ★★★★★,166544300,Mariashi,Manhattan,Lower East Side,40.72015,-73.98376,Entire home/apt,416,4,37,2019-06-09,2.17,1,244
9773158,"The Spring St Residence,SoHo -Perfect For Families",31758028,Danai,Manhattan,SoHo,40.72496,-74.00928,Entire home/apt,699,7,0,,,1,37
33641209,Glamorous 3 Bedroom/3 Bath Brownstone,253528452,Fab,Manhattan,Murray Hill,40.74779,-73.98100000000001,Entire home/apt,800,3,9,2019-06-22,3.46,1,276
20639792,Contemporary bedroom in brownstone with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68279,-73.9117,Private room,0,1,95,2019-06-21,4.37,6,232
33068174,Home,25370675,Geovanny,Queens,Elmhurst,40.73247,-73.8768,Private room,443,1,0,,,1,365
16855679,Modern 1 Bedroom Condo at Midtown 45,24126726,Nadine,Manhattan,Midtown,40.75305,-73.97358,Private room,640,2,0,,,3,0
30744215,NYC Marathon 2019 - Near Carnegie Hall - 2 nights,51151126,Anne,Manhattan,Midtown,40.7654,-73.98201999999999,Private room,600,2,0,,,2,2
1171581,Spacious 2 bedroom near Times Sq,6414296,Noelle,Manhattan,Hell's Kitchen,40.7593,-73.99143000000001,Entire home/apt,1000,1,0,,,1,365
3946288,"A Safe & Pleasant Time in NYC, 3",20438402,Geoff & Aurelia,Manhattan,East Harlem,40.79365,-73.9349,Entire home/apt,540,3,20,2018-12-05,0.38,3,350
7418874,Huge Lower East Side 2 Bedroom,6575777,Pippa,Manhattan,Lower East Side,40.71864,-73.98346,Entire home/apt,450,7,1,2015-10-18,0.02,1,0
22107371,3 br duplex Apt with rooftop in Williamsburg,28994468,Denis,Brooklyn,Williamsburg,40.71298,-73.9485,Entire home/apt,400,4,1,2018-01-01,0.05,1,0
15068067,Historic Serene Chelsea Brownstone 2.5 Bed,9035097,Alex,Manhattan,Chelsea,40.74787,-74.00088000000001,Entire home/apt,750,30,42,2019-01-04,1.24,1,281
14177069,AS CENTRAL AS YOU CAN GET ~SUTTON PLACE 3BR-LUXURY,2856748,Ruchi,Manhattan,Midtown,40.75546,-73.96454,Entire home/apt,375,30,0,,,49,245
36413632,Spacious 2BR in Beautiful Brooklyn Heights,6608220,Matt,Brooklyn,Brooklyn Heights,40.69827,-73.99649000000001,Entire home/apt,550,3,1,2019-07-07,1.0,1,230
29918219,Soho Gem | 2 Bedroom 2 Bath Flat,223893932,Tyler & Lacey,Manhattan,SoHo,40.725570000000005,-74.0019,Entire home/apt,399,1,18,2019-06-27,3.91,1,248
30193325,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #2,205031545,Red Awning,Manhattan,Midtown,40.75439,-73.96648,Entire home/apt,956,4,0,,,49,121
25048962,2 Bedroom SOHO Loft,1722340,Natalia,Manhattan,SoHo,40.72373,-74.00551999999999,Entire home/apt,450,2,0,,,1,164
6074975,Home On Kissena Park in Flushing NYC,23234988,Ann,Queens,Flushing,40.74896,-73.80715,Entire home/apt,369,2,74,2019-05-28,1.46,6,256
27624539,Flatiron Penthouse,46935284,Ben,Manhattan,Gramercy,40.73801,-73.98815,Entire home/apt,400,4,2,2018-12-04,0.25,1,0
30193397,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #3,205031545,Red Awning,Manhattan,Midtown,40.75428,-73.96566,Entire home/apt,675,28,1,2018-12-29,0.16,49,225
35000157,Luxury 3 Bed in The Big Apple,263684024,Walid,Manhattan,Murray Hill,40.74459,-73.97436,Entire home/apt,600,4,5,2019-07-01,4.69,1,167
27992581,New Large Luxury Residence in Manhattan,16223929,Justin,Manhattan,Hell's Kitchen,40.75525,-73.99597,Entire home/apt,639,3,4,2019-03-26,0.38,1,108
339456,"Bright, new luxury apartment in doorman building",1723485,Mary,Manhattan,Upper West Side,40.79526,-73.9655,Entire home/apt,387,1,23,2018-12-31,0.63,1,0
33029434,West 84th Street by (Hidden by Airbnb),156158778,Sally,Manhattan,Upper West Side,40.78545,-73.97123,Entire home/apt,3613,1,1,2019-06-15,1.0,12,158
14221607,Beautiful Three Bedroom,52999390,Avery,Brooklyn,East Flatbush,40.66525,-73.92554,Entire home/apt,650,1,3,2016-09-30,0.08,1,0
15233592,Bluebird Deluxe 2-BR Apartment Near Central Park!,95459395,Bluebird,Manhattan,Hell's Kitchen,40.767140000000005,-73.9834,Entire home/apt,748,30,0,,,18,333
22000376,2000呎 法拉盛美丽豪华大套房,135530716,Angela,Queens,Flushing,40.76483,-73.79583000000001,Entire home/apt,460,1,49,2019-06-24,2.55,4,160
34999415,DUPLUXURY Apartment 5 Star Duplex,67249971,Sayonara,Manhattan,Chelsea,40.75064,-73.99566,Entire home/apt,900,1,0,,,1,355
35495582,★ AMAZING★  TIME SQUARE/ 2 Bedroom 3 Bed Apartment,266992480,Sam,Manhattan,Hell's Kitchen,40.76573,-73.98897,Entire home/apt,500,3,14,2019-07-07,14.0,2,45
20094423,Spacious West Village mid-century modern loft,9216074,Reid,Manhattan,West Village,40.73825,-74.00269,Entire home/apt,370,4,0,,,1,0
6642187,Sunny & Modern 1 Bedroom with Amazing view of NY,2536417,Anna,Manhattan,Upper East Side,40.76555,-73.95791,Entire home/apt,399,3,38,2019-07-01,0.77,1,311
36452721,Massage Spa. Stay overnight. Authors Artist dream.,274079964,Richard,Brooklyn,Sheepshead Bay,40.59866,-73.95661,Private room,800,1,0,,,1,23
29181281,A Suite with breathtaking views of NYC !,145981682,Simi,Manhattan,Theater District,40.75982,-73.98418000000001,Private room,999,1,12,2019-02-11,1.4,3,213
16867024,Stunning Terrace/garden Design 2 BR Apartment,112393778,Christophe,Manhattan,Harlem,40.80346,-73.94583,Entire home/apt,360,5,23,2019-05-24,0.84,1,3
15314054,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,Henry,Manhattan,Upper West Side,40.78065,-73.98253000000001,Entire home/apt,1000,30,17,2017-04-16,0.51,11,365
33094281,Times Square,247796242,Justin,Manhattan,Midtown,40.75492,-73.98026999999999,Private room,382,3,0,,,1,201
20653657,️CENTRALLY LOCATED️- Great for Families + Groups,147683950,Devin,Manhattan,Hell's Kitchen,40.76154,-73.99306,Entire home/apt,499,2,16,2019-01-25,0.75,1,240
30910732,"Spacious bright 4 bedrm Manhattan home, elevator!",59051417,Kai,Manhattan,East Harlem,40.79611,-73.94906,Entire home/apt,750,3,5,2019-06-05,0.78,6,249
4227161,New York I Love You 7 Bedrooms,20318233,Nirit (Nina),Brooklyn,Bedford-Stuyvesant,40.68542,-73.95184,Entire home/apt,1050,3,121,2019-06-10,2.19,1,327
35757257,2 BATHROOMS Times Sq. Duplex for upto 8 people,18288234,Lisa And Mike,Manhattan,Hell's Kitchen,40.76035,-73.99039,Entire home/apt,379,3,0,,,1,333
15497821,Bluebird Hell's Kitchen 2-BR + Killer City Views,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76045,-73.99929,Entire home/apt,748,30,1,2018-06-17,0.08,18,365
34889154,HUGE 3 BEDROOMS IN BEST PART OF BROOKLYN!!,262435950,Miguel Angel,Brooklyn,Bushwick,40.69551,-73.91696999999999,Entire home/apt,399,3,7,2019-07-02,5.25,1,358
35416507,Amazing 3 BEDROOMS Brooklyn,217807790,Jessica,Brooklyn,Williamsburg,40.71647,-73.94657,Entire home/apt,500,3,0,,,1,354
12343098,Fabulously Located Comfortable 3 Bedroom Loft,66640174,E.C.,Manhattan,Flatiron District,40.7411,-73.99024,Entire home/apt,525,5,49,2019-06-13,1.26,1,314
19698169,"""The luxury of Comfort""",131826530,Kathy,Bronx,Riverdale,40.88671,-73.9151,Private room,2500,2,0,,,3,179
35962668,Private Townhome in Midtown East near UN,270294045,Christian,Manhattan,Midtown,40.7542,-73.96815,Entire home/apt,1600,3,0,,,1,365
34260966,Heart of SoHo: Spring Street 3 Bed Loft,257889696,Renee & Roscoe,Manhattan,SoHo,40.72249,-73.99758,Entire home/apt,499,4,5,2019-06-05,2.73,1,194
21259596,"3 Beds, 2 Baths serviced apartment Tesoro-Gramercy",153735730,Sudha,Manhattan,Gramercy,40.73765,-73.98454,Entire home/apt,1100,30,34,2019-06-30,1.94,2,333
6478459,Duplex 3BR SOHO Penthouse w.Terrace,18897568,Meriem,Manhattan,Greenwich Village,40.72764,-74.00076,Entire home/apt,499,5,3,2015-08-15,0.06,1,0
34938245,Luxury Duplex in the Heart of New York City,221213143,David,Manhattan,Kips Bay,40.74155,-73.98138,Entire home/apt,650,1,0,,,9,298
35416674,Luxury 2BR/2Bath in Times SQ,252886317,Wanda,Manhattan,Theater District,40.75962,-73.98512,Entire home/apt,489,3,4,2019-07-02,4.0,1,167
34483431,Heart of Midtown Manhattan,260425153,Park Lane,Manhattan,Midtown,40.76395,-73.97622,Private room,450,1,3,2019-06-16,2.43,14,365
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",4051126,Kris,Manhattan,Chelsea,40.74188,-73.99729,Entire home/apt,555,3,111,2019-07-03,1.63,1,191
33138120,Essex House in front of Central Park!,36793116,Ilan,Manhattan,Midtown,40.76582,-73.97958,Entire home/apt,399,30,3,2019-06-20,1.32,1,303
27237578,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Kitchen,205031545,Red Awning,Manhattan,Midtown,40.75417,-73.96557,Entire home/apt,737,3,8,2019-06-02,1.02,49,188
24673017,Wall Street Condo with Stunning Views,13834266,Vicki,Manhattan,Financial District,40.70598,-74.00761,Entire home/apt,400,30,0,,,1,290
32159820,Heart of Williamsburg,31691527,Kat,Brooklyn,Williamsburg,40.71698,-73.95879000000001,Private room,365,2,4,2019-06-09,1.52,1,79
31475440,Magnificent 6 Bedroom/5 Bathroom Townhouse,235810002,Joshua,Manhattan,Upper West Side,40.7874,-73.97051,Entire home/apt,1150,1,0,,,1,2
